
Replication	FitnessValue	Frequency	Bus1	Bus2	Bus3	Bus4	Bus5	Bus6	Bus7	Bus8	Bus9	Bus10	Bus11	Bus12	Bus13	Bus14	Bus15	Bus16	Bus17	Bus18	Bus19	Bus20	Bus21	Bus22	Bus23	Bus24	Bus25	Bus26	Bus27	Bus28	Bus29	Bus30	Bus1_P	Bus2_P	Bus3_P	Bus4_P	Bus5_P	Bus6_P	Bus7_P	Bus8_P	Bus9_P	Bus10_P	Bus11_P	Bus12_P	Bus13_P	Bus14_P	Bus15_P	Bus16_P	Bus17_P	Bus18_P	Bus19_P	Bus20_P	Bus21_P	Bus22_P	Bus23_P	Bus24_P	Bus25_P	Bus26_P	Bus27_P	Bus28_P	Bus29_P	Bus30_P	Bus1_Q	Bus2_Q	Bus3_Q	Bus4_Q	Bus5_Q	Bus6_Q	Bus7_Q	Bus8_Q	Bus9_Q	Bus10_Q	Bus11_Q	Bus12_Q	Bus13_Q	Bus14_Q	Bus15_Q	Bus16_Q	Bus17_Q	Bus18_Q	Bus19_Q	Bus20_Q	Bus21_Q	Bus22_Q	Bus23_Q	Bus24_Q	Bus25_Q	Bus26_Q	Bus27_Q	Bus28_Q	Bus29_Q	Bus30_Q	PLoss	QLoss
Replication10	 0.23411	0.80424	1.07582 	1.07582 	1.07670 	1.07956 	1.06752 	1.08267 	1.07214 	1.08240 	1.06855 	1.10166 	1.02645 	1.14942 	1.25948 	1.14285 	1.16257 	1.11429 	1.10009 	1.10823 	1.09185 	1.09018 	1.10965 	1.11424 	1.26836 	1.18359 	1.22046 	1.17508 	1.28411 	1.09456 	1.27698 	1.25526 	0.18185 	0.37594 	-0.11003 	-0.11989 	-0.13264 	0.00405 	-0.12958 	-0.11103 	-0.12709 	0.16821 	-0.14763 	-0.11647 	0.98395 	-0.12900 	-0.12893 	-0.11850 	-0.11981 	-0.13721 	-0.12704 	-0.10415 	-0.14612 	-0.22140 	0.93055 	-0.11687 	-0.11199 	-0.13312 	0.59393 	-0.11453 	0.04313 	-0.13021 	-0.22841 	-0.17580 	-0.05366 	-0.05847 	-0.06469 	0.00197 	-0.06319 	-0.05415 	-0.06198 	0.08203 	-0.07200 	-0.05680 	0.02063 	-0.06291 	-0.06288 	-0.05779 	-0.05843 	-0.06692 	-0.06195 	-0.05079 	-0.07126 	0.10910 	0.74726 	-0.05699 	-0.05462 	-0.06492 	0.77732 	-0.05585 	0.02103 	-0.06350 	0.31023	0.35352
Replication11	 0.21778	0.80793	1.07017 	1.07023 	1.07088 	1.07409 	1.06348 	1.07690 	1.06729 	1.07609 	1.07132 	1.10357 	1.03836 	1.15080 	1.26140 	1.14580 	1.16415 	1.11681 	1.10187 	1.11049 	1.09217 	1.08914 	1.11163 	1.11574 	1.26778 	1.17982 	1.20485 	1.16485 	1.25871 	1.08696 	1.24304 	1.22615 	0.17999 	0.36225 	-0.12600 	-0.11416 	-0.11103 	0.00000 	-0.12202 	-0.12313 	-0.12390 	0.19590 	-0.11707 	-0.12061 	0.97876 	-0.11617 	-0.12304 	-0.10652 	-0.12817 	-0.11440 	-0.12030 	-0.14866 	-0.11530 	-0.21909 	0.92695 	-0.12069 	-0.11093 	-0.11649 	0.53212 	-0.13128 	0.00000 	-0.12129 	-0.22255 	-0.17910 	-0.06098 	-0.05525 	-0.05373 	0.00000 	-0.05905 	-0.05959 	-0.05996 	0.09481 	-0.05666 	-0.05837 	0.03359 	-0.05622 	-0.05955 	-0.05155 	-0.06203 	-0.05537 	-0.05822 	-0.07194 	-0.05580 	0.10517 	0.74711 	-0.05841 	-0.05368 	-0.05637 	0.71205 	-0.06353 	0.00000 	-0.05870 	0.28942	0.33239
Replication12	 0.22715	0.80775	1.06721 	1.06722 	1.06807 	1.07155 	1.06048 	1.07417 	1.06433 	1.07301 	1.07616 	1.11098 	1.04549 	1.16044 	1.27558 	1.15484 	1.17399 	1.12504 	1.10981 	1.12118 	1.10483 	1.10166 	1.11807 	1.12190 	1.27715 	1.18207 	1.19142 	1.14585 	1.23939 	1.08304 	1.22160 	1.20244 	0.18122 	0.35793 	-0.13536 	-0.13027 	-0.11123 	0.00000 	-0.12521 	-0.13086 	-0.12325 	0.21811 	-0.10969 	-0.10280 	1.00774 	-0.12262 	-0.12225 	-0.11484 	-0.12198 	-0.13112 	-0.09977 	-0.12041 	-0.11698 	-0.22256 	0.95747 	-0.12139 	-0.11521 	-0.13046 	0.48373 	-0.13488 	0.00000 	-0.13494 	-0.22169 	-0.18392 	-0.06553 	-0.06307 	-0.05385 	0.00000 	-0.06062 	-0.06335 	-0.05967 	0.10559 	-0.05311 	-0.04977 	0.06170 	-0.05936 	-0.05919 	-0.05560 	-0.05905 	-0.06348 	-0.04830 	-0.05830 	-0.05663 	0.10201 	0.77747 	-0.05877 	-0.05578 	-0.06316 	0.66383 	-0.06530 	0.00000 	-0.06533 	0.29062	0.33319
Replication13	 0.20629	0.81457	1.07157 	1.07167 	1.07211 	1.07523 	1.06477 	1.07791 	1.06887 	1.07727 	1.07235 	1.10264 	1.04049 	1.14747 	1.25629 	1.14054 	1.15769 	1.11527 	1.10073 	1.10647 	1.09063 	1.08912 	1.10818 	1.11184 	1.25508 	1.16667 	1.17797 	1.13579 	1.22910 	1.08671 	1.21307 	1.19580 	0.17254 	0.35508 	-0.12434 	-0.10426 	-0.11537 	0.01200 	-0.10965 	-0.10478 	-0.11449 	0.24858 	-0.11358 	-0.10315 	0.95212 	-0.12023 	-0.13272 	-0.09824 	-0.12977 	-0.12558 	-0.12538 	-0.11434 	-0.13517 	-0.21139 	0.88261 	-0.12832 	-0.13672 	-0.11996 	0.46117 	-0.11100 	0.00000 	-0.12124 	-0.21608 	-0.16755 	-0.05935 	-0.04977 	-0.05507 	0.00573 	-0.05234 	-0.05002 	-0.05465 	0.11865 	-0.05421 	-0.04924 	0.03962 	-0.05739 	-0.06335 	-0.04689 	-0.06194 	-0.05995 	-0.05985 	-0.05458 	-0.06452 	0.10167 	0.70899 	-0.06125 	-0.06526 	-0.05726 	0.63488 	-0.05299 	0.00000 	-0.05787 	0.25557	0.29796
Replication14	 0.21929	0.81177	1.06290 	1.06284 	1.06394 	1.06694 	1.05665 	1.07021 	1.06047 	1.06936 	1.06232 	1.09437 	1.02520 	1.13892 	1.24359 	1.13549 	1.15243 	1.10640 	1.09255 	1.09955 	1.08278 	1.08098 	1.10406 	1.10831 	1.25602 	1.17564 	1.21153 	1.18232 	1.26929 	1.08165 	1.25923 	1.24117 	0.17853 	0.34560 	-0.11401 	-0.12454 	-0.10618 	0.00657 	-0.12356 	-0.13491 	-0.11484 	0.13865 	-0.13025 	-0.11671 	0.93344 	-0.10255 	-0.12964 	-0.10386 	-0.12154 	-0.12430 	-0.12778 	-0.11799 	-0.09279 	-0.21185 	0.88697 	-0.10382 	-0.12803 	-0.08654 	0.56040 	-0.11774 	0.02192 	-0.11660 	-0.21595 	-0.18492 	-0.05474 	-0.05979 	-0.05098 	0.00315 	-0.05932 	-0.06477 	-0.05514 	0.06657 	-0.06253 	-0.05604 	0.00719 	-0.04923 	-0.06224 	-0.04986 	-0.05835 	-0.05968 	-0.06135 	-0.05665 	-0.04455 	0.10593 	0.71073 	-0.04985 	-0.06147 	-0.04155 	0.73674 	-0.05653 	0.01053 	-0.05598 	0.28724	0.32905
Replication15	 0.22219	0.81228	1.06368 	1.06364 	1.06466 	1.06776 	1.05664 	1.07157 	1.06115 	1.07111 	1.06507 	1.09760 	1.02841 	1.13553 	1.23848 	1.13000 	1.15105 	1.10326 	1.09376 	1.09966 	1.08283 	1.08116 	1.10541 	1.10977 	1.25506 	1.17582 	1.21102 	1.16368 	1.27219 	1.08285 	1.26523 	1.24729 	0.17772 	0.34610 	-0.11894 	-0.13160 	-0.12001 	0.02823 	-0.12816 	-0.11505 	-0.11523 	0.25006 	-0.12905 	-0.12753 	0.92189 	-0.12708 	-0.10725 	-0.13321 	-0.12735 	-0.11555 	-0.13068 	-0.13477 	-0.13553 	-0.21220 	0.88362 	-0.10369 	-0.09629 	-0.13781 	0.56789 	-0.12967 	0.03189 	-0.10966 	-0.21569 	-0.18298 	-0.05705 	-0.06312 	-0.05756 	0.01354 	-0.06147 	-0.05518 	-0.05527 	0.11993 	-0.06189 	-0.06116 	-0.00186 	-0.06095 	-0.05144 	-0.06389 	-0.06108 	-0.05542 	-0.06267 	-0.06463 	-0.06500 	0.10472 	0.70786 	-0.04973 	-0.04618 	-0.06609 	0.74375 	-0.06219 	0.01529 	-0.05259 	0.28706	0.32940
Replication16	 0.21347	0.80941	1.06989 	1.06986 	1.07083 	1.07391 	1.06207 	1.07711 	1.06696 	1.07679 	1.07056 	1.10401 	1.03124 	1.14697 	1.25569 	1.13917 	1.16055 	1.11358 	1.10187 	1.10967 	1.09550 	1.09320 	1.11147 	1.11547 	1.26347 	1.17732 	1.20103 	1.15794 	1.25715 	1.08746 	1.24465 	1.22597 	0.17853 	0.35960 	-0.11860 	-0.12465 	-0.13088 	0.00845 	-0.12000 	-0.10139 	-0.11249 	0.20613 	-0.13872 	-0.11181 	0.96359 	-0.14031 	-0.12190 	-0.12577 	-0.11337 	-0.14077 	-0.09413 	-0.11237 	-0.11976 	-0.21769 	0.91225 	-0.12070 	-0.12033 	-0.12475 	0.52892 	-0.12158 	0.01561 	-0.12358 	-0.22089 	-0.17756 	-0.05722 	-0.06014 	-0.06315 	0.00408 	-0.05789 	-0.04892 	-0.05427 	0.09945 	-0.06693 	-0.05394 	0.02574 	-0.06770 	-0.05881 	-0.06068 	-0.05470 	-0.06791 	-0.04541 	-0.05422 	-0.05778 	0.10407 	0.73381 	-0.05824 	-0.05805 	-0.06019 	0.70747 	-0.05866 	0.00753 	-0.05962 	0.28270	0.32388
Replication17	 0.22026	0.80823	1.07282 	1.07268 	1.07409 	1.07702 	1.06408 	1.07937 	1.06932 	1.07872 	1.07260 	1.10853 	1.03393 	1.15462 	1.26704 	1.14761 	1.16820 	1.12206 	1.10736 	1.11728 	1.10032 	1.09747 	1.11547 	1.11926 	1.27026 	1.17843 	1.19384 	1.15030 	1.24511 	1.08884 	1.22784 	1.20924 	0.17873 	0.36554 	-0.10974 	-0.10812 	-0.14155 	0.00000 	-0.11445 	-0.11097 	-0.13329 	0.22891 	-0.13675 	-0.13276 	0.98935 	-0.13418 	-0.12036 	-0.09971 	-0.11758 	-0.11371 	-0.11162 	-0.12471 	-0.11754 	-0.22073 	0.93485 	-0.13405 	-0.11943 	-0.12517 	0.49826 	-0.11987 	0.00000 	-0.13177 	-0.22316 	-0.17494 	-0.05307 	-0.05229 	-0.06846 	0.00000 	-0.05535 	-0.05367 	-0.06446 	0.11071 	-0.06614 	-0.06421 	0.04569 	-0.06490 	-0.05821 	-0.04822 	-0.05687 	-0.05499 	-0.05399 	-0.06032 	-0.05685 	0.10302 	0.75530 	-0.06483 	-0.05776 	-0.06054 	0.67791 	-0.05797 	0.00000 	-0.06373 	0.28258	0.32457
Replication18	 0.23176	0.79791	1.08932 	1.08975 	1.08895 	1.09199 	1.08257 	1.09490 	1.08576 	1.09463 	1.08030 	1.10818 	1.04943 	1.16316 	1.27983 	1.15602 	1.17478 	1.12367 	1.10807 	1.11849 	1.09964 	1.09707 	1.11717 	1.12154 	1.28176 	1.19054 	1.22059 	1.17453 	1.28142 	1.10536 	1.26574 	1.24885 	0.18371 	0.40604 	-0.12971 	-0.11839 	-0.10932 	0.00000 	-0.12217 	-0.10036 	-0.13450 	0.06996 	-0.11057 	-0.10664 	1.04050 	-0.12962 	-0.14454 	-0.13767 	-0.10393 	-0.12428 	-0.13459 	-0.11938 	-0.11420 	-0.23067 	0.97704 	-0.12555 	-0.11786 	-0.13479 	0.58424 	-0.13530 	0.00000 	-0.12322 	-0.23982 	-0.16353 	-0.06410 	-0.05850 	-0.05402 	0.00000 	-0.06037 	-0.04959 	-0.06647 	0.03457 	-0.05464 	-0.05269 	0.04605 	-0.06405 	-0.07142 	-0.06803 	-0.05136 	-0.06142 	-0.06651 	-0.05899 	-0.05643 	0.11051 	0.78782 	-0.06204 	-0.05824 	-0.06661 	0.77356 	-0.06686 	0.00000 	-0.06089 	0.31423	0.35947
Replication19	 0.22261	0.80441	1.07780 	1.07796 	1.07819 	1.08111 	1.07129 	1.08366 	1.07443 	1.08286 	1.07223 	1.10268 	1.04008 	1.15587 	1.26898 	1.15197 	1.16941 	1.11647 	1.10078 	1.11422 	1.09617 	1.09347 	1.11070 	1.11503 	1.27261 	1.18147 	1.20634 	1.15837 	1.26646 	1.09393 	1.25370 	1.23995 	0.18098 	0.37896 	-0.11743 	-0.11315 	-0.10370 	0.00000 	-0.12347 	-0.12483 	-0.13552 	0.14276 	-0.11430 	-0.11198 	1.00268 	-0.10794 	-0.11292 	-0.13594 	-0.13657 	-0.12607 	-0.12415 	-0.10982 	-0.12932 	-0.22168 	0.94429 	-0.12097 	-0.12610 	-0.13869 	0.54986 	-0.12735 	0.00000 	-0.09986 	-0.22893 	-0.17231 	-0.05725 	-0.05516 	-0.05055 	0.00000 	-0.06019 	-0.06085 	-0.06607 	0.06960 	-0.05572 	-0.05459 	0.04019 	-0.05262 	-0.05505 	-0.06627 	-0.06658 	-0.06146 	-0.06052 	-0.05354 	-0.06305 	0.10853 	0.76116 	-0.05898 	-0.06147 	-0.06761 	0.73309 	-0.06208 	0.00000 	-0.04868 	0.30053	0.34567
