
Replication	FitnessValue	Frequency	Bus1	Bus2	Bus3	Bus4	Bus5	Bus6	Bus7	Bus8	Bus9	Bus10	Bus11	Bus12	Bus13	Bus14	Bus15	Bus16	Bus17	Bus18	Bus19	Bus20	Bus21	Bus22	Bus23	Bus24	Bus25	Bus26	Bus27	Bus28	Bus29	Bus30	Bus1_P	Bus2_P	Bus3_P	Bus4_P	Bus5_P	Bus6_P	Bus7_P	Bus8_P	Bus9_P	Bus10_P	Bus11_P	Bus12_P	Bus13_P	Bus14_P	Bus15_P	Bus16_P	Bus17_P	Bus18_P	Bus19_P	Bus20_P	Bus21_P	Bus22_P	Bus23_P	Bus24_P	Bus25_P	Bus26_P	Bus27_P	Bus28_P	Bus29_P	Bus30_P	Bus1_Q	Bus2_Q	Bus3_Q	Bus4_Q	Bus5_Q	Bus6_Q	Bus7_Q	Bus8_Q	Bus9_Q	Bus10_Q	Bus11_Q	Bus12_Q	Bus13_Q	Bus14_Q	Bus15_Q	Bus16_Q	Bus17_Q	Bus18_Q	Bus19_Q	Bus20_Q	Bus21_Q	Bus22_Q	Bus23_Q	Bus24_Q	Bus25_Q	Bus26_Q	Bus27_Q	Bus28_Q	Bus29_Q	Bus30_Q	PLoss	QLoss
Replication10	 -1.55607	0.99884	0.98969 	0.99033 	0.98788 	0.98786 	0.98785 	0.98769 	0.98722 	0.98730 	0.98891 	0.99376 	0.98464 	0.98581 	0.98817 	0.98362 	0.98516 	0.98753 	0.99133 	0.98457 	0.98570 	0.98716 	0.99158 	0.99125 	0.98825 	0.98744 	0.98431 	0.97780 	0.98851 	0.98731 	0.99189 	0.98768 	-0.02352 	0.07840 	-0.01534 	-0.01311 	-0.01396 	0.00000 	-0.01550 	-0.01681 	-0.01342 	0.18380 	-0.01530 	-0.01414 	0.00734 	-0.01505 	-0.01669 	-0.01560 	-0.01619 	-0.01420 	-0.01655 	-0.01370 	-0.02030 	-0.00983 	0.02739 	-0.01425 	-0.01620 	-0.01734 	0.01100 	-0.01407 	0.02030 	-0.01243 	-0.02243 	0.02698 	-0.00504 	-0.00431 	-0.00459 	0.00000 	-0.00509 	-0.00553 	-0.00441 	0.06043 	-0.00503 	-0.00465 	0.00932 	-0.00495 	-0.00549 	-0.00513 	-0.00532 	-0.00467 	-0.00544 	-0.00451 	-0.00667 	-0.01191 	0.00468 	-0.00468 	-0.00533 	-0.00570 	0.01043 	-0.00463 	0.00667 	-0.00409 	0.00124	0.00233
Replication11	 -1.54988	0.99911	0.99492 	0.99538 	0.99363 	0.99368 	0.99326 	0.99362 	0.99293 	0.99323 	0.99883 	1.00539 	0.99499 	0.99354 	0.99513 	0.99129 	0.99333 	0.99681 	1.00231 	0.99441 	0.99641 	0.99821 	1.00314 	1.00274 	0.99573 	0.99589 	0.98943 	0.98469 	0.99052 	0.99303 	0.98845 	0.98621 	-0.01748 	0.05904 	-0.01341 	-0.01478 	-0.01428 	0.00000 	-0.01589 	-0.01510 	-0.01234 	0.22027 	-0.01376 	-0.01673 	0.00491 	-0.01697 	-0.01608 	-0.01729 	-0.01564 	-0.01343 	-0.01418 	-0.01118 	-0.01789 	-0.00340 	0.01930 	-0.01577 	-0.01484 	-0.01264 	0.00993 	-0.01492 	0.00000 	-0.01408 	-0.01664 	0.01928 	-0.00441 	-0.00486 	-0.00469 	0.00000 	-0.00522 	-0.00496 	-0.00405 	0.07238 	-0.00452 	-0.00550 	0.00644 	-0.00558 	-0.00528 	-0.00568 	-0.00514 	-0.00441 	-0.00466 	-0.00367 	-0.00588 	-0.00501 	0.00174 	-0.00518 	-0.00488 	-0.00415 	0.00950 	-0.00490 	0.00000 	-0.00463 	0.00179	0.00303
Replication12	 -1.55863	0.99875	0.98852 	0.98920 	0.98661 	0.98657 	0.98657 	0.98647 	0.98599 	0.98608 	0.98507 	0.98899 	0.98102 	0.98292 	0.98557 	0.98043 	0.98226 	0.98366 	0.98692 	0.98116 	0.98174 	0.98298 	0.98701 	0.98664 	0.98526 	0.98354 	0.98134 	0.97627 	0.98492 	0.98593 	0.98595 	0.98194 	-0.02489 	0.08342 	-0.01516 	-0.01359 	-0.01573 	0.02076 	-0.01530 	-0.01576 	-0.01724 	0.15791 	-0.01453 	-0.01315 	0.00825 	-0.01736 	-0.01260 	-0.01816 	-0.01371 	-0.01165 	-0.01775 	-0.01426 	-0.01426 	-0.01242 	0.03048 	-0.01743 	-0.01346 	-0.01351 	0.01281 	-0.01569 	0.01322 	-0.01605 	-0.02371 	0.02801 	-0.00498 	-0.00447 	-0.00517 	0.00683 	-0.00503 	-0.00518 	-0.00567 	0.05192 	-0.00478 	-0.00432 	0.01039 	-0.00571 	-0.00414 	-0.00597 	-0.00451 	-0.00383 	-0.00584 	-0.00469 	-0.00469 	-0.01467 	0.00600 	-0.00573 	-0.00443 	-0.00444 	0.01220 	-0.00516 	0.00435 	-0.00528 	0.00102	0.00198
Replication13	 -1.55790	0.99849	0.98342 	0.98426 	0.98105 	0.98090 	0.98132 	0.98056 	0.98034 	0.98021 	0.97802 	0.98150 	0.97348 	0.97675 	0.98002 	0.97406 	0.97604 	0.97725 	0.97980 	0.97434 	0.97487 	0.97593 	0.97959 	0.97919 	0.97962 	0.97733 	0.97602 	0.97083 	0.98041 	0.98009 	0.98218 	0.97785 	-0.03078 	0.10261 	-0.01450 	-0.01239 	-0.01396 	0.00000 	-0.01486 	-0.01415 	-0.01663 	0.14164 	-0.01626 	-0.01604 	0.01014 	-0.01859 	-0.01304 	-0.01466 	-0.01238 	-0.01444 	-0.01492 	-0.01483 	-0.01125 	-0.01649 	0.03727 	-0.01607 	-0.01461 	-0.01382 	0.01513 	-0.01600 	0.01615 	-0.01608 	-0.02935 	0.03527 	-0.00477 	-0.00408 	-0.00459 	0.00000 	-0.00489 	-0.00465 	-0.00547 	0.04660 	-0.00535 	-0.00528 	0.01273 	-0.00611 	-0.00429 	-0.00482 	-0.00407 	-0.00475 	-0.00491 	-0.00488 	-0.00370 	-0.01922 	0.00753 	-0.00529 	-0.00481 	-0.00455 	0.01439 	-0.00526 	0.00531 	-0.00529 	0.00108	0.00214
Replication14	 -1.51435	1.00048	1.01844 	1.01820 	1.01916 	1.01966 	1.01772 	1.02033 	1.01884 	1.01997 	1.03436 	1.04591 	1.03006 	1.02511 	1.02368 	1.02389 	1.02530 	1.03255 	1.04154 	1.02882 	1.03248 	1.03511 	1.04390 	1.04352 	1.02566 	1.02998 	1.01791 	1.01320 	1.01579 	1.01968 	1.01394 	1.01194 	0.00978 	-0.03270 	-0.01536 	-0.01683 	-0.01629 	0.02914 	-0.01397 	-0.01310 	-0.01312 	0.31238 	-0.01539 	-0.01453 	-0.00480 	-0.01070 	-0.01469 	-0.01456 	-0.01341 	-0.01601 	-0.01354 	-0.01809 	-0.01539 	0.01900 	-0.01629 	-0.01552 	-0.01633 	-0.01255 	-0.00301 	-0.01381 	0.00000 	-0.01262 	0.00932 	-0.01121 	-0.00503 	-0.00552 	-0.00534 	0.00955 	-0.00458 	-0.00429 	-0.00430 	0.10236 	-0.00504 	-0.00476 	-0.00563 	-0.00351 	-0.00481 	-0.00477 	-0.00439 	-0.00525 	-0.00444 	-0.00593 	-0.00504 	0.01987 	-0.00680 	-0.00509 	-0.00535 	-0.00411 	-0.00277 	-0.00453 	0.00000 	-0.00413 	0.00490	0.00746
Replication15	 -1.55626	0.99876	0.98851 	0.98920 	0.98656 	0.98653 	0.98671 	0.98638 	0.98597 	0.98602 	0.98760 	0.99260 	0.98299 	0.98479 	0.98725 	0.98260 	0.98407 	0.98662 	0.99025 	0.98325 	0.98444 	0.98589 	0.99051 	0.99011 	0.98708 	0.98592 	0.98225 	0.97657 	0.98517 	0.98591 	0.98500 	0.98251 	-0.02490 	0.08327 	-0.01583 	-0.01736 	-0.01285 	0.00000 	-0.01558 	-0.01483 	-0.01326 	0.18226 	-0.01651 	-0.01422 	0.00762 	-0.01471 	-0.01586 	-0.01360 	-0.01612 	-0.01608 	-0.01558 	-0.01474 	-0.01498 	-0.01041 	0.02907 	-0.01610 	-0.01316 	-0.01511 	0.01268 	-0.01438 	0.00595 	-0.01155 	-0.02373 	0.02817 	-0.00520 	-0.00571 	-0.00423 	0.00000 	-0.00512 	-0.00488 	-0.00436 	0.05993 	-0.00543 	-0.00468 	0.00974 	-0.00484 	-0.00522 	-0.00447 	-0.00530 	-0.00529 	-0.00512 	-0.00485 	-0.00493 	-0.01265 	0.00473 	-0.00529 	-0.00433 	-0.00497 	0.01208 	-0.00473 	0.00196 	-0.00380 	0.00122	0.00229
Replication16	 -1.55499	0.99867	0.98716 	0.98785 	0.98518 	0.98506 	0.98514 	0.98482 	0.98434 	0.98447 	0.98562 	0.99032 	0.98178 	0.98294 	0.98558 	0.98091 	0.98215 	0.98436 	0.98804 	0.98117 	0.98226 	0.98363 	0.98805 	0.98761 	0.98499 	0.98310 	0.97799 	0.97172 	0.98090 	0.98423 	0.97884 	0.97662 	-0.02647 	0.08900 	-0.01234 	-0.01637 	-0.01427 	0.00000 	-0.01731 	-0.01329 	-0.01551 	0.18267 	-0.01373 	-0.01421 	0.00817 	-0.01320 	-0.01534 	-0.01664 	-0.01431 	-0.01601 	-0.01511 	-0.01601 	-0.01560 	-0.01178 	0.03155 	-0.01633 	-0.01624 	-0.01669 	0.01484 	-0.01434 	0.00000 	-0.01399 	-0.02521 	0.02963 	-0.00406 	-0.00538 	-0.00469 	0.00000 	-0.00569 	-0.00437 	-0.00510 	0.06008 	-0.00452 	-0.00467 	0.01046 	-0.00434 	-0.00504 	-0.00547 	-0.00471 	-0.00526 	-0.00497 	-0.00526 	-0.00513 	-0.01418 	0.00533 	-0.00537 	-0.00534 	-0.00549 	0.01419 	-0.00471 	0.00000 	-0.00460 	0.00133	0.00251
Replication17	 -1.55038	0.99914	0.99314 	0.99368 	0.99159 	0.99164 	0.99131 	0.99158 	0.99100 	0.99124 	0.99287 	0.99815 	0.98814 	0.99039 	0.99229 	0.98854 	0.99011 	0.99233 	0.99591 	0.98951 	0.99036 	0.99166 	0.99669 	0.99649 	0.99356 	0.99442 	0.99609 	0.99149 	1.00204 	0.99147 	1.01550 	1.00626 	-0.01948 	0.06283 	-0.01615 	-0.01377 	-0.01652 	0.00000 	-0.01371 	-0.01644 	-0.01449 	0.16346 	-0.01695 	-0.01516 	0.00602 	-0.01370 	-0.01511 	-0.01261 	-0.01428 	-0.01152 	-0.01624 	-0.01606 	-0.01520 	-0.00706 	0.02057 	-0.01311 	-0.01509 	-0.01224 	0.00418 	-0.01918 	0.06180 	-0.01554 	-0.01867 	0.02459 	-0.00531 	-0.00452 	-0.00543 	0.00000 	-0.00451 	-0.00540 	-0.00476 	0.05371 	-0.00557 	-0.00498 	0.00749 	-0.00450 	-0.00496 	-0.00414 	-0.00469 	-0.00379 	-0.00534 	-0.00528 	-0.00499 	-0.00861 	0.00367 	-0.00431 	-0.00496 	-0.00402 	0.00376 	-0.00630 	0.02030 	-0.00511 	0.00174	0.00305
Replication18	 -1.51707	1.00002	1.01017 	1.01017 	1.01019 	1.01057 	1.00911 	1.01087 	1.00964 	1.01048 	1.02433 	1.03608 	1.01953 	1.01639 	1.01578 	1.01462 	1.01654 	1.02336 	1.03196 	1.01978 	1.02316 	1.02573 	1.03396 	1.03354 	1.01758 	1.02110 	1.00914 	1.00401 	1.00746 	1.01016 	1.00528 	1.00291 	0.00021 	-0.00096 	-0.01607 	-0.01694 	-0.01465 	0.00397 	-0.01614 	-0.01469 	-0.01461 	0.30840 	-0.01720 	-0.01290 	-0.00219 	-0.01477 	-0.01637 	-0.01495 	-0.01178 	-0.01485 	-0.01532 	-0.01613 	-0.01486 	0.01362 	-0.00580 	-0.01338 	-0.01710 	-0.01367 	0.00126 	-0.01832 	0.00000 	-0.01488 	0.00019 	0.00003 	-0.00527 	-0.00556 	-0.00481 	0.00130 	-0.00529 	-0.00482 	-0.00479 	0.10115 	-0.00564 	-0.00423 	-0.00223 	-0.00484 	-0.00537 	-0.00490 	-0.00386 	-0.00487 	-0.00503 	-0.00529 	-0.00487 	0.01366 	-0.00537 	-0.00439 	-0.00561 	-0.00448 	0.00127 	-0.00601 	0.00000 	-0.00488 	0.00468	0.00697
Replication19	 -1.53385	0.99983	1.00769 	1.00776 	1.00750 	1.00780 	1.00651 	1.00821 	1.00696 	1.00781 	1.01756 	1.02699 	1.01389 	1.01012 	1.01011 	1.00801 	1.01012 	1.01551 	1.02304 	1.01258 	1.01538 	1.01771 	1.02489 	1.02448 	1.01144 	1.01382 	1.00431 	0.99878 	1.00345 	1.00748 	1.00103 	0.99842 	-0.00269 	0.00969 	-0.01468 	-0.01726 	-0.01549 	0.02940 	-0.01733 	-0.01450 	-0.01773 	0.27423 	-0.01314 	-0.01417 	-0.00018 	-0.01692 	-0.01466 	-0.01779 	-0.01649 	-0.01354 	-0.01638 	-0.01420 	-0.01521 	0.00855 	0.00057 	-0.01680 	-0.01227 	-0.01474 	0.00331 	-0.01672 	0.00000 	-0.01641 	-0.00254 	0.00230 	-0.00482 	-0.00566 	-0.00508 	0.00965 	-0.00569 	-0.00476 	-0.00582 	0.08998 	-0.00431 	-0.00465 	0.00010 	-0.00555 	-0.00481 	-0.00584 	-0.00541 	-0.00444 	-0.00537 	-0.00466 	-0.00499 	0.00825 	-0.00269 	-0.00551 	-0.00403 	-0.00484 	0.00323 	-0.00549 	0.00000 	-0.00539 	0.00319	0.00504
